Sample,AIRSPEED  L,AIRSPEED R,ALTITUDE L,ALTITUDE R,AP ENGAGED,VHF3 PTT,VHF2 PTT,VHF1 PTT,TIME GMT (SS),TIME GMT (MM),TIME GMT (HH),TIME ELAPSED,TQ 2 ,TQ 1,ACCN NORM,ACCN LONG,ACCN LAT,FLAP POS,HEADING
,[ knots ],[ knots ],[ feet ],[ feet ],[  ],[  ],[  ],[  ],[ SS ],[ MM ],[ HH ],[  ],[ % ],[ % ],[ g ],[ g ],[ g ],[ deg ],[ deg ]
170,46,49,138,142,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,68,66.5,0.9883,0.2676,-0.0449,,210.6
171,51,54,142,144,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,658,77.5,75,0.9766,0.3125,-0.0078,9.932,210.7
172,58,59,144,148,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,81.5,81,0.9609,0.3066,0.0098,,210.6
173,62,64,146,148,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,43,16,,83,83,0.9961,0.3027,-0.0059,9.932,210.3
174,68,73,150,154,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,0.9648,0.3086,-0.0156,,210.3
175,76,77,154,158,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,662,83,83,1.0352,0.2832,0.0195,9.932,210.8
176,83,85,160,166,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.0078,0.2695,0.0039,,210.4
177,89,91,166,170,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,43,16,,83,83,0.9805,0.2793,0.0137,9.932,210.7
178,93,95,168,172,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.0664,0.2695,-0.0449,,210.2
179,97,99,170,176,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,666,83,83,1.0117,0.2734,0.0313,9.932,210.5
180,107,107,180,186,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,82.5,1.0117,0.2461,-0.0039,,210.6
181,109,112,180,186,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,43,16,,82.5,83,1.0586,0.2539,-0.0234,9.932,210.2
182,114,116,184,186,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,83,0.9688,0.2227,0.0313,,210.4
183,117,118,182,184,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,670,82.5,83,1.0195,0.2305,0.002,9.844,210.5
184,121,122,184,184,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.0234,0.2188,-0.0352,,210.1
185,125,126,182,182,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,43,16,,83,83,0.9883,0.2168,0.0137,9.932,210.5
186,130,129,176,174,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.0039,0.2227,0.0156,,210.5
187,131,133,164,164,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,674,83,83,0.9805,0.2266,0.0488,9.844,210.8
188,136,136,152,146,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,0.9883,0.2305,-0.0391,,210.3
189,138,140,128,130,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,43,16,,83,83.5,1.1406,0.2656,0.0059,9.932,210.5
190,142,142,126,136,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.1758,0.2598,0.0215,,210.3
191,141,141,136,146,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,678,83,83,1.1914,0.2656,-0.0332,9.932,209.1
192,143,144,158,172,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.1445,0.2461,-0.0156,,208.9
193,146,147,182,204,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,43,16,,83,82.5,1.0977,0.2383,-0.0176,9.932,209.8
194,148,149,224,234,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82.5,0.9336,0.209,0.0352,,209.1
195,149,150,242,260,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,682,83,83,1.0664,0.2051,0.043,9.932,208.9
196,149,149,272,290,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,0.9961,0.2129,-0.0234,,209
197,148,149,304,318,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,43,16,,82.5,83,1.0273,0.2129,-0.0273,9.932,208.7
198,150,150,328,344,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82.5,1.0625,0.2207,0.002,,209.2
199,152,152,368,382,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,686,82.5,82.5,0.9102,0.2285,0.0547,9.932,210
200,151,153,394,414,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82.5,1.0391,0.2285,-0.0254,,208.7
201,153,154,434,446,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,43,16,,82.5,82,0.957,0.2207,-0.0039,9.844,207.8
202,155,157,470,486,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82,0.9766,0.2207,-0.0137,,207.8
203,156,157,502,518,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,690,83,83,0.9883,0.2168,0.0039,9.932,207.8
204,157,159,542,560,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,82.5,0.9336,0.2109,0.002,,207.1
205,159,160,580,586,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,43,16,,83,82.5,0.8828,0.2051,0.002,9.932,206.7
206,161,161,604,620,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.0039,0.2031,-0.0137,,206.5
207,160,161,632,646,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,694,83,83,1.0273,0.2129,-0.0039,9.932,207
208,160,161,668,686,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,83,1.0234,0.2051,0.0117,,207
209,161,160,702,720,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,43,16,,82.5,83,1.0508,0.207,0.0156,9.932,206.9
210,162,162,742,762,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82.5,0.9922,0.2012,0,,207
211,162,164,780,800,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,698,82.5,82.5,1.0156,0.1992,0.0039,9.932,207.5
212,163,163,818,836,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.0273,0.2031,0.0156,,207.9
213,163,165,856,878,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,43,16,,83,83,1.0664,0.1973,-0.0039,9.932,207.7
214,165,165,834,914,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.0156,0.1953,-0.0273,,207.2
215,165,166,940,962,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,702,83,82.5,1.0273,0.1953,-0.0352,9.844,206.6
216,165,166,990,1010,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82.5,0.9609,0.1934,0.0078,,207.1
217,165,165,1028,1046,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,44,16,,82.5,83,1.0977,0.1992,-0.0098,9.932,207.1
218,165,165,1074,1096,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,1.043,0.1992,-0.0176,,206.7
219,165,165,1130,1152,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,706,83,83,0.9727,0.1953,-0.0176,9.932,206.7
220,165,165,1180,1202,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,82.5,1.0117,0.1914,0.0039,,206.9
221,164,165,1234,1256,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,44,16,,82.5,82.5,0.9336,0.1934,-0.0195,9.932,206.5
222,164,164,1218,1302,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82.5,0.9531,0.1934,-0.0254,,205.8
223,163,164,1328,1346,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,710,82.5,83,0.9609,0.1973,-0.002,8.877,205.7
224,164,164,1374,1396,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,82.5,82.5,0.9375,0.1973,-0.0078,,205.6
225,164,164,1422,1442,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,44,16,,82.5,82.5,0.875,0.2031,-0.0039,7.559,205.6
226,164,165,1408,1498,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,83,83,0.918,0.2051,0,,205.8
227,165,167,1524,1552,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,714,84,83,0.9219,0.209,0.0059,6.24,205.7
228,168,169,1576,1598,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,85,84.5,0.8828,0.2109,-0.0117,,205.6
229,167,168,1610,1630,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,44,16,,86,86,0.9375,0.2227,0.0039,4.922,206.1
230,168,169,1650,1672,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,87.5,86.5,0.8984,0.2207,0.0254,,206.5
231,168,169,1684,1702,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,718,88.5,88,0.9297,0.2266,-0.0078,3.604,206.5
232,170,170,1718,1738,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,89,0.8945,0.2148,-0.0039,,206.5
233,170,171,1750,1770,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,44,16,,91,90.5,0.9141,0.2285,-0.0039,2.285,206.7
234,171,172,1778,1794,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,91,90.5,0.9648,0.2207,-0.0156,,206.9
235,170,171,1806,1834,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,722,91,90.5,0.9727,0.2305,0.0137,0.967,207.3
236,170,172,1854,1876,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.8594,0.2207,0.0098,,207.9
237,173,173,1870,1886,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,44,16,,90.5,90.5,0.9805,0.2344,0.0098,-0.088,208.1
238,173,174,1896,1920,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,91,0.9844,0.2305,0.002,,207.9
239,174,175,1930,1952,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,726,90.5,90.5,0.9492,0.2305,-0.0059,-0.088,207.9
240,174,176,1956,1980,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,0.9844,0.2324,0.0059,,208.5
241,176,177,1920,2006,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,44,16,,90,90.5,1.0273,0.2383,-0.0039,-0.088,209.3
242,177,178,2012,2036,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90,1.0742,0.2363,-0.0117,,210.2
243,178,179,2046,2072,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,730,90.5,90.5,1.0547,0.2324,-0.0137,-0.088,211.5
244,178,179,2080,2104,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.0703,0.2344,-0.0273,,213
245,178,179,2120,2144,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,44,16,,90.5,90.5,1.0234,0.2363,-0.0156,-0.088,215
246,178,179,2152,2180,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.1328,0.2363,-0.0234,,217.1
247,179,180,2198,2224,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,734,90.5,90.5,1.043,0.2285,-0.0176,-0.088,218.9
248,179,180,2176,2266,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.0508,0.2285,-0.0234,,221.1
249,180,181,2282,2308,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,44,16,,90.5,90.5,1.0469,0.2285,-0.0137,-0.088,223.6
250,179,180,2320,2348,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.1016,0.2344,-0.0137,,226.1
251,180,181,2362,2394,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,738,90.5,90.5,1.0664,0.2305,-0.0098,-0.088,228.6
252,180,181,2402,2430,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,91,90.5,1.1016,0.2305,0.0234,,231.3
253,180,180,2446,2470,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,44,16,,90.5,90.5,1.0547,0.2305,-0.0176,-0.088,233.9
254,179,179,2488,2514,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.0742,0.2324,-0.0137,,236.6
255,178,180,2528,2554,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,742,90,90.5,1.0781,0.2305,-0.0176,-0.088,239.1
256,178,179,2572,2596,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90,1.0508,0.2285,-0.0059,,241.7
257,179,180,2612,2638,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,44,16,,90.5,90,1.0703,0.2285,-0.002,-0.088,244.6
258,180,180,2654,2680,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.0313,0.2207,-0.0078,,247.2
259,180,181,2694,2720,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,746,90.5,90.5,1.0273,0.2246,-0.0137,-0.088,249.8
260,180,181,2728,2754,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,90.5,90.5,1.1172,0.2324,-0.0195,,252.3
261,180,181,2770,2796,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,44,44,16,,90,90.5,1.0625,0.2246,-0.0273,-0.088,254.9
262,181,181,2808,2834,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,1.0977,0.2266,-0.0215,,257.3
263,181,182,2850,2876,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,750,90.5,90.5,1.0586,0.2246,-0.0195,-0.088,259.7
264,181,182,2894,2920,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,90.5,90.5,1.0234,0.2188,-0.0078,,261.9
265,181,182,2936,2960,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,48,44,16,,90.5,90.5,1.0195,0.2207,-0.0078,-0.088,264.1
266,181,183,2972,3000,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,90.5,90,1.043,0.2207,-0.0117,,266.3
267,182,183,3016,3040,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,754,90,90.5,1.0156,0.2168,-0.0078,-0.088,268.3
268,182,183,3052,3080,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.0547,0.2266,-0.0098,,270.4
269,183,183,3092,3120,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,44,16,,90.5,90.5,1.0781,0.2188,-0.0059,-0.088,272.3
270,182,183,3072,3164,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90,1.0625,0.2227,-0.0039,,274
271,182,183,3182,3210,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,758,90.5,90,1.0156,0.2168,-0.0078,-0.088,275.6
272,183,184,3226,3252,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90,1.0313,0.2188,-0.0195,,277.2
273,182,183,3270,3296,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,56,44,16,,90,90.5,1.0352,0.2148,-0.0137,-0.088,278.9
274,182,183,3320,3350,DISENGAGED,NOT ACTIVE,NOT ACTIVE,ACTIVE,,,,,90.5,90,0.9727,0.2148,-0.0156,,280.5
275,182,183,3362,3390,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,762,90.5,90.5,0.9922,0.209,-0.0137,-0.088,282.1
276,182,183,3406,3432,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1,0.2129,-0.0137,,283.5
277,183,183,3448,3476,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,45,16,,90,90.5,1.0078,0.2109,-0.002,-0.088,285
278,182,183,3498,3522,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,0.9414,0.2109,-0.0098,,286.3
279,182,183,3534,3560,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,766,90.5,90.5,0.9922,0.2168,-0.0313,-0.088,287.6
280,182,182,3572,3596,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90,1.0508,0.2207,0,,289.3
281,181,182,3614,3642,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,45,16,,90.5,90,1.0391,0.2188,-0.0156,-0.088,290.8
282,181,182,3658,3686,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90,1.0469,0.2168,-0.0059,,292.1
283,181,182,3706,3734,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,770,90.5,90.5,0.9844,0.2148,-0.0117,-0.088,293.5
284,182,183,3750,3774,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9922,0.2129,-0.0156,,294.6
285,182,183,3800,3822,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,45,16,,90.5,90.5,0.9609,0.2129,-0.0176,-0.088,295.8
286,182,183,3838,3866,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,1.0117,0.2148,0,,297.1
287,182,183,3880,3900,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,774,90,90.5,1.0313,0.2109,-0.0234,-0.088,298.3
288,183,184,3926,3950,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,1.0156,0.2129,-0.0273,,299.5
289,184,184,3904,3992,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,45,16,,90.5,90.5,1.0039,0.209,-0.0176,-0.088,300.9
290,183,183,4012,4034,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,91,90.5,0.9922,0.209,-0.0156,,302.4
291,183,183,4054,4078,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,778,90.5,90.5,1.0039,0.2129,-0.0137,-0.088,303.6
292,182,182,4034,4122,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9961,0.2109,-0.0117,,304.7
293,181,182,4142,4168,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,45,16,,90,90,0.9805,0.2129,-0.0098,-0.088,305.7
294,182,183,4184,4206,DISENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90,1.0078,0.2109,-0.0098,,306.7
295,183,184,4228,4252,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,782,90.5,90.5,0.9922,0.209,-0.0039,-0.088,308
296,183,184,4278,4300,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9492,0.2109,0,,308.8
297,182,183,4316,4342,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,45,16,,90.5,90.5,1.0156,0.207,-0.0098,-0.088,309.5
298,182,183,4364,4388,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.918,0.2051,0,,310
299,182,184,4404,4428,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,786,90.5,90.5,0.9492,0.2031,-0.002,-0.088,310.3
300,183,184,4448,4470,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9375,0.2031,-0.0078,,310.4
301,184,184,4484,4508,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,45,16,,90,90,0.9727,0.2031,-0.0098,-0.088,310.6
302,183,184,4526,4546,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,0.9727,0.2031,-0.0156,,310.6
303,184,185,4566,4590,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,790,90.5,90.5,0.9766,0.2051,-0.0273,-0.088,310.7
304,185,185,4604,4626,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9844,0.2012,-0.0195,,310.8
305,184,185,4646,4666,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,45,16,,90.5,90.5,0.9844,0.2031,-0.0137,-0.088,310.8
306,185,185,4682,4708,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,1.0156,0.2051,-0.0273,,310.7
307,184,184,4726,4748,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,794,90.5,90.5,0.9844,0.207,-0.0117,-0.088,310.8
308,184,184,4766,4790,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9883,0.2031,-0.0234,,310.7
309,183,183,4810,4830,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,45,16,,90.5,90,0.9727,0.2031,-0.0234,-0.088,310.9
310,183,184,4850,4876,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9219,0.2051,-0.0234,,311.1
311,184,184,4892,4918,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,798,90.5,90.5,0.9531,0.2012,-0.0078,-0.088,311
312,184,185,4926,4956,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,0.9883,0.2031,-0.0215,,310.9
313,184,185,4970,4992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,45,16,,90,90.5,0.9727,0.2031,-0.0195,-0.088,310.7
314,184,184,5010,5036,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9805,0.2012,-0.0234,,310.9
315,184,185,5050,5080,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,802,90.5,90.5,0.9805,0.2031,-0.0254,-0.088,311.1
316,184,185,5090,5120,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9922,0.2012,-0.0469,,311
317,184,185,5130,5154,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,45,16,,90.5,90.5,1.0117,0.2051,-0.0352,-0.088,311
318,184,185,5172,5200,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,0.9961,0.2051,-0.0371,,311.2
319,184,186,5212,5244,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,806,90.5,90.5,1.043,0.207,-0.002,-0.088,311.6
320,185,186,5262,5288,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90,0.957,0.1973,-0.0313,,311.7
321,185,187,5300,5338,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,45,16,,90,90.5,1.0391,0.1992,-0.0078,-0.088,311.7
322,185,186,5346,5372,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,1.0156,0.1973,-0.0176,,311.9
323,185,185,5386,5416,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,810,90,90.5,1.0078,0.2012,-0.0059,-0.088,312.3
324,185,186,5438,5466,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90.5,0.9492,0.1992,-0.0176,,312.4
325,186,187,5478,5510,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,45,16,,90.5,90.5,1.0039,0.2031,-0.0176,-0.088,312.7
326,186,186,5520,5554,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,91,1.0195,0.2051,-0.0098,,313
327,185,186,5566,5602,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,814,90.5,90.5,1.0039,0.1992,0.0039,-0.088,313.1
328,184,185,5618,5640,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9102,0.2012,-0.0293,,313
329,184,184,5654,5688,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,45,16,,90.5,90.5,0.9805,0.2012,-0.0293,-0.088,313.4
330,184,184,5706,5728,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90.5,0.9063,0.1934,-0.002,,313.8
331,184,185,5742,5770,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,818,90,90.5,0.9531,0.2012,-0.0215,-0.088,313.8
332,184,185,5786,5812,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90,90,0.9414,0.1953,-0.0137,,314.1
333,184,186,5820,5846,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,45,16,,90,90,0.9922,0.1953,-0.0117,-0.088,314.4
334,187,187,5862,5892,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,90.5,90,1.0117,0.1992,-0.0059,,314.2
335,186,187,5904,5932,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,822,90.5,90.5,1.0391,0.1973,0,-0.088,314
